Anos;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Litros Exportados;10346323;25514198;1280574;1214834;5775376;9149059;2324029;1198479;1786549;2889572;3856162;3152873;4409717;8058704;7025983
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;36;;;;;;;;;;
;;;;;46;;;;;;;;;;
