Anos;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Total Produzido;334841312;245318774;220073693;305439220;257977767;242686752;234637437;247457542;104389641;299553057;257082856;182245159;156717100;217374993;242543407
